year,month,avg_wddir,count,station
2018,5,167.2809978410379,742,DUNSANY
2018,6,103.363565907684,711,DUNSANY
2018,7,252.23855801391088,744,DUNSANY
2018,8,235.2519058449821,744,DUNSANY
2018,9,240.54633905133005,720,DUNSANY
2018,10,232.17729167665829,744,DUNSANY
2018,11,147.654254091368,720,DUNSANY
2018,12,200.2432448322208,744,DUNSANY
2019,1,243.18321060767968,744,DUNSANY
2019,2,196.26363041429832,672,DUNSANY
2019,3,240.17737093220046,744,DUNSANY
2019,4,115.9305267246628,720,DUNSANY
2019,5,271.1174696351069,744,DUNSANY
2019,6,207.1070050528261,720,DUNSANY
2019,7,244.13993187198002,744,DUNSANY
2019,8,216.29560541348212,744,DUNSANY
2019,9,224.27364102015045,720,DUNSANY
2019,10,205.88834123854977,744,DUNSANY
2019,11,25.77612224710441,720,DUNSANY
2019,12,212.9643207846233,744,DUNSANY
2020,1,219.07254895940662,744,DUNSANY
2020,2,224.3620347265373,696,DUNSANY
2020,3,219.0620337323018,744,DUNSANY
2020,4,85.25281368614446,720,DUNSANY
2020,5,163.99432765152665,744,DUNSANY
2020,6,296.91939557569884,720,DUNSANY
2020,7,254.59975239260902,744,DUNSANY
2020,8,197.81388581971424,744,DUNSANY
2020,9,232.55458794013592,720,DUNSANY
2020,10,245.75373009688116,744,DUNSANY
2020,11,210.22272309289713,720,DUNSANY
2020,12,247.2951663205282,744,DUNSANY
2021,1,258.3674593994027,744,DUNSANY
2021,2,167.66663483093942,672,DUNSANY
2021,3,237.60386080762152,744,DUNSANY
2021,4,54.24106350058537,720,DUNSANY
2021,5,207.15613539734068,744,DUNSANY
2021,6,251.5336285968705,720,DUNSANY
2021,7,240.50470659455368,744,DUNSANY
2021,8,218.0479910696508,744,DUNSANY
2021,9,205.32466281265033,720,DUNSANY
2021,10,223.46805158513297,744,DUNSANY
2021,11,256.19924328839744,720,DUNSANY
2021,12,192.00143708797563,744,DUNSANY
2022,1,226.31655853366973,744,DUNSANY
2022,2,239.91303432427952,672,DUNSANY
2022,3,140.84126108738394,744,DUNSANY
2022,4,169.231248309815,720,DUNSANY
2022,5,237.96610348659277,744,DUNSANY
2022,6,227.37708795548517,720,DUNSANY
2022,7,257.56264725654773,744,DUNSANY
2022,8,243.4352957132504,744,DUNSANY
2022,9,257.9560507735257,720,DUNSANY
2022,10,183.92800465505582,744,DUNSANY
2022,11,190.8759766684435,720,DUNSANY
2022,12,205.892207783522,744,DUNSANY
2023,1,223.2192720569112,744,DUNSANY
2023,2,214.62225916741826,672,DUNSANY
2023,3,192.14723414621463,744,DUNSANY
2023,4,153.21262953754206,720,DUNSANY
2023,5,315.7944214848321,744,DUNSANY
2023,6,116.14177731802124,720,DUNSANY
2023,7,226.6905254153639,744,DUNSANY
2023,8,231.12178111020296,744,DUNSANY
2023,9,187.29952400935449,720,DUNSANY
2023,10,164.33792576649068,744,DUNSANY
2023,11,237.5693356361355,720,DUNSANY
2023,12,223.9322408246414,744,DUNSANY
2024,1,229.2673720847278,744,DUNSANY
2024,2,216.37616788142057,696,DUNSANY
2024,3,145.23376290991257,744,DUNSANY
2024,4,237.89771871599345,720,DUNSANY
2024,5,325.3114934645554,744,DUNSANY
2024,6,259.69547580128346,720,DUNSANY
2024,7,235.2595161136238,744,DUNSANY
2024,8,210.87757077089657,744,DUNSANY
2024,9,341.0967371559927,720,DUNSANY
2024,10,174.0064569609392,744,DUNSANY
2024,11,192.6353383828476,720,DUNSANY
2024,12,241.93905856088014,744,DUNSANY
2025,1,218.3830454516976,744,DUNSANY
2025,2,154.29895527492863,672,DUNSANY
2025,3,168.77271194530988,744,DUNSANY
2025,4,110.0,1,DUNSANY
