station,year,month,wdsp,wdsp_ms
SHANNON AIRPORT,1987,8,6.9,3.5496636
SHANNON AIRPORT,1987,9,8.1,4.1669963999999995
SHANNON AIRPORT,1987,10,7.7,3.9612188
SHANNON AIRPORT,1987,11,7.9,4.064107600000001
SHANNON AIRPORT,1987,12,9.2,4.7328848
SHANNON AIRPORT,1988,1,9.9,5.0929956
SHANNON AIRPORT,1988,2,9.5,4.887218
SHANNON AIRPORT,1988,3,9.8,5.041551200000001
SHANNON AIRPORT,1988,4,7.0,3.601108
SHANNON AIRPORT,1988,5,8.4,4.3213296
SHANNON AIRPORT,1988,6,6.0,3.086664
SHANNON AIRPORT,1988,7,10.3,5.2987732
SHANNON AIRPORT,1988,8,9.9,5.0929956
SHANNON AIRPORT,1988,9,8.7,4.475662799999999
SHANNON AIRPORT,1988,10,9.7,4.9901067999999995
SHANNON AIRPORT,1988,11,6.4,3.2924416
SHANNON AIRPORT,1988,12,8.3,4.2698852
SHANNON AIRPORT,1989,1,9.7,4.9901067999999995
SHANNON AIRPORT,1989,2,11.2,5.7617728
SHANNON AIRPORT,1989,3,11.0,5.6588840000000005
SHANNON AIRPORT,1989,4,6.8,3.4982192
SHANNON AIRPORT,1989,5,5.9,3.0352196000000005
SHANNON AIRPORT,1989,6,8.0,4.115552
SHANNON AIRPORT,1989,7,7.7,3.9612188
SHANNON AIRPORT,1989,8,9.8,5.041551200000001
SHANNON AIRPORT,1989,9,7.3,3.7554412
SHANNON AIRPORT,1989,10,9.5,4.887218
SHANNON AIRPORT,1989,11,8.1,4.1669963999999995
SHANNON AIRPORT,1989,12,7.3,3.7554412
SHANNON AIRPORT,1990,1,11.1,5.7103284
SHANNON AIRPORT,1990,2,14.5,7.4594380000000005
SHANNON AIRPORT,1990,3,10.7,5.5045508
SHANNON AIRPORT,1990,4,8.9,4.5785516
SHANNON AIRPORT,1990,5,5.7,2.9323308000000003
SHANNON AIRPORT,1990,6,8.1,4.1669963999999995
SHANNON AIRPORT,1990,7,8.1,4.1669963999999995
SHANNON AIRPORT,1990,8,7.7,3.9612188
SHANNON AIRPORT,1990,9,6.6,3.3953303999999997
SHANNON AIRPORT,1990,10,10.3,5.2987732
SHANNON AIRPORT,1990,11,7.5,3.85833
SHANNON AIRPORT,1990,12,8.0,4.115552
SHANNON AIRPORT,1991,1,9.2,4.7328848
SHANNON AIRPORT,1991,2,8.0,4.115552
SHANNON AIRPORT,1991,3,8.5,4.372774
SHANNON AIRPORT,1991,4,12.2,6.276216799999999
SHANNON AIRPORT,1991,5,7.4,3.8068856
SHANNON AIRPORT,1991,6,10.1,5.1958844
SHANNON AIRPORT,1991,7,10.2,5.2473288
SHANNON AIRPORT,1991,8,7.8,4.0126632
SHANNON AIRPORT,1991,9,8.9,4.5785516
SHANNON AIRPORT,1991,10,9.1,4.6814404
SHANNON AIRPORT,1991,11,11.5,5.916106
SHANNON AIRPORT,1991,12,10.4,5.350217600000001
SHANNON AIRPORT,1992,1,8.0,4.115552
SHANNON AIRPORT,1992,2,10.7,5.5045508
SHANNON AIRPORT,1992,3,13.5,6.944994
SHANNON AIRPORT,1992,4,11.4,5.864661600000001
SHANNON AIRPORT,1992,5,10.3,5.2987732
SHANNON AIRPORT,1992,6,6.7,3.4467748
SHANNON AIRPORT,1992,7,8.2,4.2184408
SHANNON AIRPORT,1992,8,9.7,4.9901067999999995
SHANNON AIRPORT,1992,9,9.0,4.629996
SHANNON AIRPORT,1992,10,7.7,3.9612188
SHANNON AIRPORT,1992,11,11.0,5.6588840000000005
SHANNON AIRPORT,1992,12,8.4,4.3213296
SHANNON AIRPORT,1993,1,13.8,7.0993272
SHANNON AIRPORT,1993,2,7.9,4.064107600000001
SHANNON AIRPORT,1993,3,10.2,5.2473288
SHANNON AIRPORT,1993,4,9.8,5.041551200000001
SHANNON AIRPORT,1993,5,8.7,4.475662799999999
SHANNON AIRPORT,1993,6,7.9,4.064107600000001
SHANNON AIRPORT,1993,7,9.9,5.0929956
SHANNON AIRPORT,1993,8,7.3,3.7554412
SHANNON AIRPORT,1993,9,8.0,4.115552
SHANNON AIRPORT,1993,10,6.0,3.086664
SHANNON AIRPORT,1993,11,9.6,4.9386624
SHANNON AIRPORT,1993,12,13.2,6.7906607999999995
SHANNON AIRPORT,1994,1,12.0,6.173328
SHANNON AIRPORT,1994,2,11.0,5.6588840000000005
SHANNON AIRPORT,1994,3,13.3,6.842105200000001
SHANNON AIRPORT,1994,4,11.3,5.8132172
SHANNON AIRPORT,1994,5,8.9,4.5785516
SHANNON AIRPORT,1994,6,9.5,4.887218
SHANNON AIRPORT,1994,7,6.8,3.4982192
SHANNON AIRPORT,1994,8,7.7,3.9612188
SHANNON AIRPORT,1994,9,7.6,3.9097744
SHANNON AIRPORT,1994,10,7.8,4.0126632
SHANNON AIRPORT,1994,11,8.4,4.3213296
SHANNON AIRPORT,1994,12,11.6,5.9675504
SHANNON AIRPORT,1995,1,10.9,5.6074396
SHANNON AIRPORT,1995,2,11.5,5.916106
SHANNON AIRPORT,1995,3,11.6,5.9675504
SHANNON AIRPORT,1995,4,7.7,3.9612188
SHANNON AIRPORT,1995,5,8.7,4.475662799999999
SHANNON AIRPORT,1995,6,7.3,3.7554412
SHANNON AIRPORT,1995,7,9.0,4.629996
SHANNON AIRPORT,1995,8,6.8,3.4982192
SHANNON AIRPORT,1995,9,7.6,3.9097744
SHANNON AIRPORT,1995,10,10.7,5.5045508
SHANNON AIRPORT,1995,11,8.5,4.372774
SHANNON AIRPORT,1995,12,7.8,4.0126632
SHANNON AIRPORT,1996,1,10.2,5.2473288
SHANNON AIRPORT,1996,2,9.8,5.041551200000001
SHANNON AIRPORT,1996,3,7.4,3.8068856
SHANNON AIRPORT,1996,4,8.9,4.5785516
SHANNON AIRPORT,1996,5,9.2,4.7328848
SHANNON AIRPORT,1996,6,8.4,4.3213296
SHANNON AIRPORT,1996,7,8.1,4.1669963999999995
SHANNON AIRPORT,1996,8,7.4,3.8068856
SHANNON AIRPORT,1996,9,8.0,4.115552
SHANNON AIRPORT,1996,10,11.1,5.7103284
SHANNON AIRPORT,1996,11,9.0,4.629996
SHANNON AIRPORT,1996,12,8.0,4.115552
SHANNON AIRPORT,1997,1,7.0,3.601108
SHANNON AIRPORT,1997,2,14.5,7.4594380000000005
SHANNON AIRPORT,1997,3,9.4,4.8357736000000004
SHANNON AIRPORT,1997,4,7.1,3.6525524
SHANNON AIRPORT,1997,5,8.2,4.2184408
SHANNON AIRPORT,1997,6,9.4,4.8357736000000004
SHANNON AIRPORT,1997,7,8.6,4.4242184
SHANNON AIRPORT,1997,8,8.7,4.475662799999999
SHANNON AIRPORT,1997,9,8.4,4.3213296
SHANNON AIRPORT,1997,10,7.5,3.85833
SHANNON AIRPORT,1997,11,7.6,3.9097744
SHANNON AIRPORT,1997,12,9.9,5.0929956
SHANNON AIRPORT,1998,1,10.3,5.2987732
SHANNON AIRPORT,1998,2,9.7,4.9901067999999995
SHANNON AIRPORT,1998,3,8.0,4.115552
SHANNON AIRPORT,1998,4,8.8,4.5271072000000006
SHANNON AIRPORT,1998,5,7.6,3.9097744
SHANNON AIRPORT,1998,6,8.6,4.4242184
SHANNON AIRPORT,1998,7,9.7,4.9901067999999995
SHANNON AIRPORT,1998,8,9.0,4.629996
SHANNON AIRPORT,1998,9,8.9,4.5785516
SHANNON AIRPORT,1998,10,10.6,5.4531064
SHANNON AIRPORT,1998,11,10.1,5.1958844
SHANNON AIRPORT,1998,12,10.3,5.2987732
SHANNON AIRPORT,1999,1,10.5,5.401662
SHANNON AIRPORT,1999,2,10.7,5.5045508
SHANNON AIRPORT,1999,3,9.4,4.8357736000000004
SHANNON AIRPORT,1999,4,11.6,5.9675504
SHANNON AIRPORT,1999,5,9.5,4.887218
SHANNON AIRPORT,1999,6,7.7,3.9612188
SHANNON AIRPORT,1999,7,8.3,4.2698852
SHANNON AIRPORT,1999,8,8.1,4.1669963999999995
SHANNON AIRPORT,1999,9,8.8,4.5271072000000006
SHANNON AIRPORT,1999,10,8.7,4.475662799999999
SHANNON AIRPORT,1999,11,8.0,4.115552
SHANNON AIRPORT,1999,12,11.0,5.6588840000000005
SHANNON AIRPORT,2000,1,8.4,4.3213296
SHANNON AIRPORT,2000,2,11.7,6.0189948
SHANNON AIRPORT,2000,3,7.1,3.6525524
SHANNON AIRPORT,2000,4,8.8,4.5271072000000006
SHANNON AIRPORT,2000,5,8.8,4.5271072000000006
SHANNON AIRPORT,2000,6,8.5,4.372774
SHANNON AIRPORT,2000,7,7.0,3.601108
SHANNON AIRPORT,2000,8,6.9,3.5496636
SHANNON AIRPORT,2000,9,7.6,3.9097744
SHANNON AIRPORT,2000,10,11.5,5.916106
SHANNON AIRPORT,2000,11,11.0,5.6588840000000005
SHANNON AIRPORT,2000,12,9.7,4.9901067999999995
SHANNON AIRPORT,2001,1,8.4,4.3213296
SHANNON AIRPORT,2001,2,8.1,4.1669963999999995
SHANNON AIRPORT,2001,3,9.2,4.7328848
SHANNON AIRPORT,2001,4,9.2,4.7328848
SHANNON AIRPORT,2001,5,7.1,3.6525524
SHANNON AIRPORT,2001,6,8.0,4.115552
SHANNON AIRPORT,2001,7,8.3,4.2698852
SHANNON AIRPORT,2001,8,6.9,3.5496636
SHANNON AIRPORT,2001,9,7.9,4.064107600000001
SHANNON AIRPORT,2001,10,10.0,5.14444
SHANNON AIRPORT,2001,11,7.8,4.0126632
SHANNON AIRPORT,2001,12,7.9,4.064107600000001
SHANNON AIRPORT,2002,1,11.4,5.864661600000001
SHANNON AIRPORT,2002,2,13.8,7.0993272
SHANNON AIRPORT,2002,3,9.7,4.9901067999999995
SHANNON AIRPORT,2002,4,10.1,5.1958844
SHANNON AIRPORT,2002,5,10.0,5.14444
SHANNON AIRPORT,2002,6,10.3,5.2987732
SHANNON AIRPORT,2002,7,7.3,3.7554412
SHANNON AIRPORT,2002,8,6.5,3.343886
SHANNON AIRPORT,2002,9,6.1,3.1381083999999997
SHANNON AIRPORT,2002,10,7.4,3.8068856
SHANNON AIRPORT,2002,11,10.1,5.1958844
SHANNON AIRPORT,2002,12,8.2,4.2184408
SHANNON AIRPORT,2003,1,10.1,5.1958844
SHANNON AIRPORT,2003,2,10.9,5.6074396
SHANNON AIRPORT,2003,3,8.6,4.4242184
SHANNON AIRPORT,2003,4,9.0,4.629996
SHANNON AIRPORT,2003,5,10.7,5.5045508
SHANNON AIRPORT,2003,6,9.3,4.7843292
SHANNON AIRPORT,2003,7,8.7,4.475662799999999
SHANNON AIRPORT,2003,8,6.8,3.4982192
SHANNON AIRPORT,2003,9,6.8,3.4982192
SHANNON AIRPORT,2003,10,8.5,4.372774
SHANNON AIRPORT,2003,11,10.1,5.1958844
SHANNON AIRPORT,2003,12,8.0,4.115552
SHANNON AIRPORT,2004,1,9.1,4.6814404
SHANNON AIRPORT,2004,2,8.1,4.1669963999999995
SHANNON AIRPORT,2004,3,11.1,5.7103284
SHANNON AIRPORT,2004,4,10.2,5.2473288
SHANNON AIRPORT,2004,5,8.2,4.2184408
SHANNON AIRPORT,2004,6,10.1,5.1958844
SHANNON AIRPORT,2004,7,8.5,4.372774
SHANNON AIRPORT,2004,8,8.9,4.5785516
SHANNON AIRPORT,2004,9,10.9,5.6074396
SHANNON AIRPORT,2004,10,9.2,4.7328848
SHANNON AIRPORT,2004,11,7.9,4.064107600000001
SHANNON AIRPORT,2004,12,10.0,5.14444
SHANNON AIRPORT,2005,1,13.0,6.687772
SHANNON AIRPORT,2005,2,8.3,4.2698852
SHANNON AIRPORT,2005,3,8.7,4.475662799999999
SHANNON AIRPORT,2005,4,9.4,4.8357736000000004
SHANNON AIRPORT,2005,5,9.1,4.6814404
SHANNON AIRPORT,2005,6,7.9,4.064107600000001
SHANNON AIRPORT,2005,7,8.4,4.3213296
SHANNON AIRPORT,2005,8,7.8,4.0126632
SHANNON AIRPORT,2005,9,9.1,4.6814404
SHANNON AIRPORT,2005,10,9.9,5.0929956
SHANNON AIRPORT,2005,11,9.2,4.7328848
SHANNON AIRPORT,2005,12,7.6,3.9097744
SHANNON AIRPORT,2006,1,8.7,4.475662799999999
SHANNON AIRPORT,2006,2,8.2,4.2184408
SHANNON AIRPORT,2006,3,9.4,4.8357736000000004
SHANNON AIRPORT,2006,4,9.4,4.8357736000000004
SHANNON AIRPORT,2006,5,10.0,5.14444
SHANNON AIRPORT,2006,6,7.7,3.9612188
SHANNON AIRPORT,2006,7,8.2,4.2184408
SHANNON AIRPORT,2006,8,8.4,4.3213296
SHANNON AIRPORT,2006,9,9.1,4.6814404
SHANNON AIRPORT,2006,10,8.9,4.5785516
SHANNON AIRPORT,2006,11,9.3,4.7843292
SHANNON AIRPORT,2006,12,11.4,5.864661600000001
SHANNON AIRPORT,2007,1,12.0,6.173328
SHANNON AIRPORT,2007,2,9.4,4.8357736000000004
SHANNON AIRPORT,2007,3,10.1,5.1958844
SHANNON AIRPORT,2007,4,6.6,3.3953303999999997
SHANNON AIRPORT,2007,5,10.3,5.2987732
SHANNON AIRPORT,2007,6,7.9,4.064107600000001
SHANNON AIRPORT,2007,7,8.7,4.475662799999999
SHANNON AIRPORT,2007,8,8.0,4.115552
SHANNON AIRPORT,2007,9,7.6,3.9097744
SHANNON AIRPORT,2007,10,6.8,3.4982192
SHANNON AIRPORT,2007,11,7.3,3.7554412
SHANNON AIRPORT,2007,12,12.6,6.4819944
SHANNON AIRPORT,2008,1,11.4,5.864661600000001
SHANNON AIRPORT,2008,2,10.0,5.14444
SHANNON AIRPORT,2008,3,12.5,6.43055
SHANNON AIRPORT,2008,4,9.2,4.7328848
SHANNON AIRPORT,2008,5,8.0,4.115552
SHANNON AIRPORT,2008,6,9.1,4.6814404
SHANNON AIRPORT,2008,7,8.9,4.5785516
SHANNON AIRPORT,2008,8,9.6,4.9386624
SHANNON AIRPORT,2008,9,8.2,4.2184408
SHANNON AIRPORT,2008,10,9.4,4.8357736000000004
SHANNON AIRPORT,2008,11,9.2,4.7328848
SHANNON AIRPORT,2008,12,8.2,4.2184408
SHANNON AIRPORT,2009,1,9.3,4.7843292
SHANNON AIRPORT,2009,2,6.3,3.2409972
SHANNON AIRPORT,2009,3,10.2,5.2473288
SHANNON AIRPORT,2009,4,9.0,4.629996
SHANNON AIRPORT,2009,5,10.6,5.4531064
SHANNON AIRPORT,2009,6,8.0,4.115552
SHANNON AIRPORT,2009,7,9.8,5.041551200000001
SHANNON AIRPORT,2009,8,10.2,5.2473288
SHANNON AIRPORT,2009,9,7.6,3.9097744
SHANNON AIRPORT,2009,10,8.7,4.475662799999999
SHANNON AIRPORT,2009,11,11.8,6.070439200000001
SHANNON AIRPORT,2009,12,8.2,4.2184408
SHANNON AIRPORT,2010,1,7.0,3.601108
SHANNON AIRPORT,2010,2,6.5,3.343886
SHANNON AIRPORT,2010,3,7.9,4.064107600000001
SHANNON AIRPORT,2010,4,7.8,4.0126632
SHANNON AIRPORT,2010,5,7.6,3.9097744
SHANNON AIRPORT,2010,6,7.7,3.9612188
SHANNON AIRPORT,2010,7,9.1,4.6814404
SHANNON AIRPORT,2010,8,8.1,4.1669963999999995
SHANNON AIRPORT,2010,9,9.0,4.629996
SHANNON AIRPORT,2010,10,7.9,4.064107600000001
SHANNON AIRPORT,2010,11,9.1,4.6814404
SHANNON AIRPORT,2010,12,5.1,2.6236644
SHANNON AIRPORT,2011,1,6.0,3.086664
SHANNON AIRPORT,2011,2,9.1,4.6814404
SHANNON AIRPORT,2011,3,6.4,3.2924416
SHANNON AIRPORT,2011,4,7.4,3.8068856
SHANNON AIRPORT,2011,5,13.1,6.7392164
SHANNON AIRPORT,2011,6,8.9,4.5785516
SHANNON AIRPORT,2011,7,7.6,3.9097744
SHANNON AIRPORT,2011,8,7.4,3.8068856
SHANNON AIRPORT,2011,9,12.2,6.276216799999999
SHANNON AIRPORT,2011,10,10.4,5.350217600000001
SHANNON AIRPORT,2011,11,10.7,5.5045508
SHANNON AIRPORT,2011,12,11.7,6.0189948
SHANNON AIRPORT,2012,1,11.5,5.916106
SHANNON AIRPORT,2012,2,8.2,4.2184408
SHANNON AIRPORT,2012,3,8.0,4.115552
SHANNON AIRPORT,2012,4,9.8,5.041551200000001
SHANNON AIRPORT,2012,5,8.5,4.372774
SHANNON AIRPORT,2012,6,8.7,4.475662799999999
SHANNON AIRPORT,2012,7,8.1,4.1669963999999995
SHANNON AIRPORT,2012,8,9.5,4.887218
SHANNON AIRPORT,2012,9,8.6,4.4242184
SHANNON AIRPORT,2012,10,8.0,4.115552
SHANNON AIRPORT,2012,11,8.3,4.2698852
SHANNON AIRPORT,2012,12,9.8,5.041551200000001
SHANNON AIRPORT,2013,1,9.8,5.041551200000001
SHANNON AIRPORT,2013,2,9.6,4.9386624
SHANNON AIRPORT,2013,3,10.1,5.1958844
SHANNON AIRPORT,2013,4,11.6,5.9675504
SHANNON AIRPORT,2013,5,10.7,5.5045508
SHANNON AIRPORT,2013,6,8.7,4.475662799999999
SHANNON AIRPORT,2013,7,6.5,3.343886
SHANNON AIRPORT,2013,8,8.6,4.4242184
SHANNON AIRPORT,2013,9,8.8,4.5271072000000006
SHANNON AIRPORT,2013,10,8.9,4.5785516
SHANNON AIRPORT,2013,11,7.1,3.6525524
SHANNON AIRPORT,2013,12,12.0,6.173328
SHANNON AIRPORT,2014,1,10.8,5.555995200000001
SHANNON AIRPORT,2014,2,13.1,6.7392164
SHANNON AIRPORT,2014,3,9.0,4.629996
SHANNON AIRPORT,2014,4,8.7,4.475662799999999
SHANNON AIRPORT,2014,5,8.8,4.5271072000000006
SHANNON AIRPORT,2014,6,6.8,3.4982192
SHANNON AIRPORT,2014,7,7.3,3.7554412
SHANNON AIRPORT,2014,8,8.8,4.5271072000000006
SHANNON AIRPORT,2014,9,5.6,2.8808864
SHANNON AIRPORT,2014,10,9.3,4.7843292
SHANNON AIRPORT,2014,11,7.5,3.85833
SHANNON AIRPORT,2014,12,10.6,5.4531064
SHANNON AIRPORT,2015,1,11.8,6.070439200000001
SHANNON AIRPORT,2015,2,8.9,4.5785516
SHANNON AIRPORT,2015,3,10.6,5.4531064
SHANNON AIRPORT,2015,4,7.9,4.064107600000001
SHANNON AIRPORT,2015,5,11.0,5.6588840000000005
SHANNON AIRPORT,2015,6,9.3,4.7843292
SHANNON AIRPORT,2015,7,10.3,5.2987732
SHANNON AIRPORT,2015,8,8.6,4.4242184
SHANNON AIRPORT,2015,9,7.8,4.0126632
SHANNON AIRPORT,2015,10,7.3,3.7554412
SHANNON AIRPORT,2015,11,11.9,6.1218836
SHANNON AIRPORT,2015,12,12.8,6.5848832
SHANNON AIRPORT,2016,1,11.2,5.7617728
SHANNON AIRPORT,2016,2,11.0,5.6588840000000005
SHANNON AIRPORT,2016,3,8.8,4.5271072000000006
SHANNON AIRPORT,2016,4,8.8,4.5271072000000006
SHANNON AIRPORT,2016,5,7.6,3.9097744
SHANNON AIRPORT,2016,6,8.4,4.3213296
SHANNON AIRPORT,2016,7,8.4,4.3213296
SHANNON AIRPORT,2016,8,9.9,5.0929956
SHANNON AIRPORT,2016,9,9.2,4.7328848
SHANNON AIRPORT,2016,10,7.9,4.064107600000001
SHANNON AIRPORT,2016,11,6.6,3.3953303999999997
SHANNON AIRPORT,2016,12,8.4,4.3213296
SHANNON AIRPORT,2017,1,8.3,4.2698852
SHANNON AIRPORT,2017,2,11.2,5.7617728
SHANNON AIRPORT,2017,3,10.4,5.350217600000001
SHANNON AIRPORT,2017,4,7.6,3.9097744
SHANNON AIRPORT,2017,5,7.7,3.9612188
SHANNON AIRPORT,2017,6,9.8,5.041551200000001
SHANNON AIRPORT,2017,7,8.5,4.372774
SHANNON AIRPORT,2017,8,8.2,4.2184408
SHANNON AIRPORT,2017,9,9.4,4.8357736000000004
SHANNON AIRPORT,2017,10,9.8,5.041551200000001
SHANNON AIRPORT,2017,11,7.6,3.9097744
SHANNON AIRPORT,2017,12,8.5,4.372774
SHANNON AIRPORT,2018,1,12.5,6.43055
SHANNON AIRPORT,2018,2,9.7,4.9901067999999995
SHANNON AIRPORT,2018,3,9.1,4.6814404
SHANNON AIRPORT,2018,4,10.0,5.14444
SHANNON AIRPORT,2018,5,7.8,4.0126632
SHANNON AIRPORT,2018,6,7.0,3.601108
SHANNON AIRPORT,2018,7,7.4,3.8068856
SHANNON AIRPORT,2018,8,9.0,4.629996
SHANNON AIRPORT,2018,9,8.6,4.4242184
SHANNON AIRPORT,2018,10,8.5,4.372774
SHANNON AIRPORT,2018,11,10.7,5.5045508
SHANNON AIRPORT,2018,12,10.5,5.401662
SHANNON AIRPORT,2019,1,7.8,4.0126632
SHANNON AIRPORT,2019,2,11.5,5.916106
SHANNON AIRPORT,2019,3,10.5,5.401662
SHANNON AIRPORT,2019,4,10.5,5.401662
SHANNON AIRPORT,2019,5,8.1,4.1669963999999995
SHANNON AIRPORT,2019,6,8.9,4.5785516
SHANNON AIRPORT,2019,7,7.7,3.9612188
SHANNON AIRPORT,2019,8,10.0,5.14444
SHANNON AIRPORT,2019,9,8.9,4.5785516
SHANNON AIRPORT,2019,10,9.1,4.6814404
SHANNON AIRPORT,2019,11,8.3,4.2698852
SHANNON AIRPORT,2019,12,10.6,5.4531064
SHANNON AIRPORT,2020,1,9.1,4.6814404
SHANNON AIRPORT,2020,2,14.5,7.4594380000000005
SHANNON AIRPORT,2020,3,10.4,5.350217600000001
SHANNON AIRPORT,2020,4,7.0,3.601108
SHANNON AIRPORT,2020,5,8.8,4.5271072000000006
SHANNON AIRPORT,2020,6,9.4,4.8357736000000004
SHANNON AIRPORT,2020,7,9.2,4.7328848
SHANNON AIRPORT,2020,8,7.9,4.064107600000001
SHANNON AIRPORT,2020,9,8.0,4.115552
SHANNON AIRPORT,2020,10,9.9,5.0929956
SHANNON AIRPORT,2020,11,8.7,4.475662799999999
SHANNON AIRPORT,2020,12,9.1,4.6814404
SHANNON AIRPORT,2021,1,7.0,3.601108
SHANNON AIRPORT,2021,2,11.0,5.6588840000000005
SHANNON AIRPORT,2021,3,8.9,4.5785516
SHANNON AIRPORT,2021,4,7.2,3.7039968
SHANNON AIRPORT,2021,5,8.5,4.372774
SHANNON AIRPORT,2021,6,7.8,4.0126632
SHANNON AIRPORT,2021,7,6.1,3.1381083999999997
SHANNON AIRPORT,2021,8,7.2,3.7039968
SHANNON AIRPORT,2021,9,6.8,3.4982192
SHANNON AIRPORT,2021,10,7.8,4.0126632
SHANNON AIRPORT,2021,11,7.0,3.601108
SHANNON AIRPORT,2021,12,8.9,4.5785516
SHANNON AIRPORT,2022,1,7.8,4.0126632
SHANNON AIRPORT,2022,2,13.4,6.8935496
SHANNON AIRPORT,2022,3,7.6,3.9097744
SHANNON AIRPORT,2022,4,8.5,4.372774
SHANNON AIRPORT,2022,5,9.4,4.8357736000000004
SHANNON AIRPORT,2022,6,8.9,4.5785516
SHANNON AIRPORT,2022,7,7.4,3.8068856
SHANNON AIRPORT,2022,8,6.9,3.5496636
SHANNON AIRPORT,2022,9,6.9,3.5496636
SHANNON AIRPORT,2022,10,9.6,4.9386624
SHANNON AIRPORT,2022,11,10.1,5.1958844
SHANNON AIRPORT,2022,12,7.2,3.7039968
SHANNON AIRPORT,2023,1,8.8,4.5271072000000006
SHANNON AIRPORT,2023,2,8.5,4.372774
SHANNON AIRPORT,2023,3,9.1,4.6814404
SHANNON AIRPORT,2023,4,8.7,4.475662799999999
SHANNON AIRPORT,2023,5,6.9,3.5496636
SHANNON AIRPORT,2023,6,7.1,3.6525524
SHANNON AIRPORT,2023,7,9.8,5.041551200000001
SHANNON AIRPORT,2023,8,8.4,4.3213296
SHANNON AIRPORT,2023,9,7.6,3.9097744
SHANNON AIRPORT,2023,10,6.4,3.2924416
SHANNON AIRPORT,2023,11,8.3,4.2698852
SHANNON AIRPORT,2023,12,11.1,5.7103284
SHANNON AIRPORT,2024,1,7.8,4.0126632
SHANNON AIRPORT,2024,2,8.4,4.3213296
SHANNON AIRPORT,2024,3,9.4,4.8357736000000004
SHANNON AIRPORT,2024,4,9.4,4.8357736000000004
SHANNON AIRPORT,2024,5,7.0,3.601108
SHANNON AIRPORT,2024,6,8.4,4.3213296
SHANNON AIRPORT,2024,7,7.6,3.9097744
SHANNON AIRPORT,2024,8,10.3,5.2987732
SHANNON AIRPORT,2024,9,7.3,3.7554412
SHANNON AIRPORT,2024,10,8.3,4.2698852
SHANNON AIRPORT,2024,11,6.9,3.5496636
SHANNON AIRPORT,2024,12,9.0,4.629996
SHANNON AIRPORT,2025,1,8.2,4.2184408
SHANNON AIRPORT,2025,2,10.5,5.401662
SHANNON AIRPORT,2025,3,7.7,3.9612188
